India	IKP Knowledge Park	Secunderabad, India	http://www.ikpknowledgepark.com	17,4569072723389,78,4990005493164	1	https://www.iasp.ws/our-members/directory/@6135	6135	Science Park	Biotechnology,Chemistry and Chemicals,Health & Pharmaceuticals,Materials
Iran	Arak Science & Technology Park	Arak, Iran	http://www.astp.ir	34,0877990722656,49,6845016479492	1	https://www.iasp.ws/our-members/directory/@6186	6186	Science Park	Chemistry and Chemicals,ICT & Communications,Mechanics, Subassemblies, Components
Iran	Chaharmahal & Bakhtiyari Science & Technology Park	Shahr-e Kord, Iran	http://chbstp.ir/en	32,3165598849915,50,8711060881615	1	https://www.iasp.ws/our-members/directory/@370701	370701	Science Park	Computer Science and Hardwares,Electronics,Energy,Food Sciences,Health & Pharmaceuticals
Iran	East Azarbaijan Science and Technology Park	Tabriz, Iran	http://eastp.ir/en-us/home	38,0800018310547,46,2919006347656	1	https://www.iasp.ws/our-members/directory/@6095	6095	Science Park	Biotechnology,Chemistry and Chemicals,Computer Science and Hardwares,Pure research,Services for Business and Industry
Iran	Fars Science and Technology Park - FSTP	Shiraz, Iran	http://www.fstp.ir	29,7059334350367,52,6126677910638	1	https://www.iasp.ws/our-members/directory/@6096	6096	Science Park	Agriculture and Forestry,Biotechnology,Chemistry and Chemicals,Electrical Power Science and Technology,Energy,ICT & Communications,Manufacturing and Automation Technologies
Iran	Golestan Science & Technology Park	Aq Tekeh Khan, Iran	http://www.gstpark.ir	36,98296,54,45064	1	https://www.iasp.ws/our-members/directory/@381201	381201	Science Park	Agriculture and Forestry,Biotechnology,Chemistry and Chemicals,Computer Science and Hardwares,Health & Pharmaceuticals
Iran	Guilan Science and Technology Park	Rasht, Iran	http://www.gstp.ir	37.2682177,49.58912329999998	1	https://www.iasp.ws/our-members/directory/@6098	6098	Science Park	Agriculture and Forestry,Biotechnology,Chemistry and Chemicals,Electronics,ICT & Communications
Iran	Isfahan Science & Technology Town (ISTT)	Isfahan, Iran	http://www.istt.org	32,7158622741699,51,5310859680176	1	https://www.iasp.ws/our-members/directory/@6100	6100	Science Park	Biotechnology,Computer Science and Hardwares,Energy,ICT & Communications,Manufacturing and Automation Technologies
Iran	Kermanshah Science & Technology Park	Kermanshah, Iran	http://www.kti.ir	34,3141708374023,47,064998626709	1	https://www.iasp.ws/our-members/directory/@6203	6203	Science Park	Chemistry and Chemicals,Computer Science and Hardwares,ICT & Communications
Iran	Khorasan Science and Technology Park - KSTP	Mashad (Khorasan), Iran	http://www.kstp.ir	36.4415845,59.4216953	1	https://www.iasp.ws/our-members/directory/@6214	6214	Science Park	Artificial Intelligence Softwares,Chemistry and Chemicals,Cultural Industry and Humanities,Electronics,Food Sciences,ICT & Communications,Materials,Mechatronics,Medical Equipment,Micromachines and Nanotechnology
Iran	Khuzestan Science and Technology Park	Ahvaz, Iran	http://www.khstp.ir	31,3192146424581,48,6683678629197	1	https://www.iasp.ws/our-members/directory/@441801	441801	Science Park	Chemistry and Chemicals,Energy,ICT & Communications
Iran	Mazandaran STP	Sari, Iran	http://www.mstp.ir	36,5781288146973,53,0574073791504	1	https://www.iasp.ws/our-members/directory/@333801	333801	Science Park	Agriculture and Forestry,Computer Science and Hardwares,Electronics,Food Sciences,Sport, Tourism, Entertaiment
Iran	Modares Science and Technology Park	Tehran, Iran	http://www.mstpark.com	35,717357635498,51,388427734375	1	https://www.iasp.ws/our-members/directory/@388501	388501	Science Park	Agriculture and Forestry,Cultural Industry and Humanities,Electronics,Health & Pharmaceuticals,Micromachines and Nanotechnology
Iran	North Khorasan Science and Technology Park	Bojnurd, Iran	http://www.nkstp.ir	37,4823265075684,57,3209762573242	1	https://www.iasp.ws/our-members/directory/@448904	448904	Science Park	Agriculture Chemistry,Civil Engineering,ICT & Communications,Renewable Energies
